scope,source_id,allergen_tag,allergen_label,evidence
menu_display_name,Plain Ole' Grilled Cheese,milk,Milk,Plain Ole' Grilled Cheese
menu_display_name,SUB Blue Cheese,milk,Milk,SUB Blue Cheese
menu_display_name,NO EGG,eggs,Eggs,NO EGG
menu_display_name,SUB Horseradish Cheddar,milk,Milk,SUB Horseradish Cheddar
menu_display_name,Guinness Paddy,gluten_barley_rye,Gluten (barley / rye / malt — verify),Guinness Paddy
menu_display_name,Salmon Burger,fish,Fish,Salmon Burger
menu_display_name,No Bleu Cheese Crumbles,milk,Milk,No Bleu Cheese Crumbles
menu_display_name,Bleu Cheese Dressing,milk,Milk,Bleu Cheese Dressing
menu_display_name,10th mountain rye,gluten_barley_rye,Gluten (barley / rye / malt — verify),10th mountain rye
menu_display_name,ON SIDE EGG,eggs,Eggs,ON SIDE EGG
menu_display_name,SUB Cheese Sauce,milk,Milk,SUB Cheese Sauce
menu_display_name,HALF Fish & Chips,fish,Fish,HALF Fish & Chips
menu_display_name,NO EGG,eggs,Eggs,NO EGG
menu_display_name,Featured Beer #4,gluten_barley_rye,Gluten (barley / rye / malt — verify),Featured Beer #4
menu_display_name,NO Cheese,milk,Milk,NO Cheese
menu_display_name,Deviled Eggs,eggs,Eggs,Deviled Eggs
menu_display_name,SIDE BLUE CHEESE,milk,Milk,SIDE BLUE CHEESE
menu_display_name,Eggs in Purgatory,eggs,Eggs,Eggs in Purgatory
menu_display_name,Char-Grilled Salmon,fish,Fish,Char-Grilled Salmon
menu_display_name,COD FILET,fish,Fish,COD FILET
menu_display_name,PTR Guinness,gluten_barley_rye,Gluten (barley / rye / malt — verify),PTR Guinness
menu_display_name,Battered Fish Taco,fish,Fish,Battered Fish Taco
menu_display_name,Jameson Stout Caskmates,gluten_barley_rye,Gluten (barley / rye / malt — verify),Jameson Stout Caskmates
menu_display_name,Side Chipotle Mayo,eggs,Eggs,Side Chipotle Mayo
menu_display_name,Smoked Salmon Plate,fish,Fish,Smoked Salmon Plate
menu_display_name,CHEEESE SKIRT BURGER AND BEER SPECIAL,gluten_barley_rye,Gluten (barley / rye / malt — verify),CHEEESE SKIRT BURGER AND BEER SPECIAL
menu_display_name,Special Ice Cream,milk,Milk,Special Ice Cream
menu_display_name,NO Pepper Jack Cheese,milk,Milk,NO Pepper Jack Cheese
menu_display_name,Rye,gluten_barley_rye,Gluten (barley / rye / malt — verify),Rye
menu_display_name,Hollandaise on side,eggs,Eggs,Hollandaise on side
menu_display_name,No Goat Cheese,milk,Milk,No Goat Cheese
menu_display_name,SUB SUNNY SIDE UP EGG,eggs,Eggs,SUB SUNNY SIDE UP EGG
menu_display_name,Benedict - Steak & Eggs,eggs,Eggs,Benedict - Steak & Eggs
menu_display_name,Chips & Queso,milk,Milk,Chips & Queso
menu_display_name,Pecan Pie,tree_nuts,Tree nuts,Pecan Pie
menu_display_name,NO Egg,eggs,Eggs,NO Egg
menu_display_name,No Parmesan,milk,Milk,No Parmesan
menu_display_name,NO CHIPOTLE AIOLI,eggs,Eggs,NO CHIPOTLE AIOLI
menu_display_name,ADD Cheddar,milk,Milk,ADD Cheddar
menu_display_name,Plain Ole Grilled Cheese,milk,Milk,Plain Ole Grilled Cheese
menu_display_name,ADD EXTRA EGG,eggs,Eggs,ADD EXTRA EGG
menu_display_name,ADD QUESO SIDE,milk,Milk,ADD QUESO SIDE
menu_display_name,BLEU CHEESE SAUCE,milk,Milk,BLEU CHEESE SAUCE
menu_display_name,No Cheese Sauce,milk,Milk,No Cheese Sauce
menu_display_name,SUB Tillamook Cheddar,milk,Milk,SUB Tillamook Cheddar
menu_display_name,La Crema Chardonnay,milk,Milk,La Crema Chardonnay
menu_display_name,NO Butter,milk,Milk,NO Butter
menu_display_name,ON SIDE EGG,eggs,Eggs,ON SIDE EGG
menu_display_name,ON SIDE CHIPOTLE AIOLI,eggs,Eggs,ON SIDE CHIPOTLE AIOLI
menu_display_name,Lobster Omelete,crustacean_shellfish,Crustacean shellfish,Lobster Omelete
menu_display_name,NO EGG,eggs,Eggs,NO EGG
menu_display_name,Lobster & Eggs Benedict,crustacean_shellfish,Crustacean shellfish,Lobster & Eggs Benedict
menu_display_name,Lobster & Eggs Benedict,eggs,Eggs,Lobster & Eggs Benedict
menu_display_name,Add Sour Cream,milk,Milk,Add Sour Cream
menu_display_name,Panko Parm Pan Seared Chicken,wheat,Wheat,Panko Parm Pan Seared Chicken
menu_display_name,Scallops,molluscan_shellfish,Molluscan shellfish,Scallops
menu_display_name,NO CHEESE SAUCE,milk,Milk,NO CHEESE SAUCE
menu_display_name,NO Bleu Cheese Crumbles,milk,Milk,NO Bleu Cheese Crumbles
menu_display_name,NO Aioli,eggs,Eggs,NO Aioli
menu_display_name,No Egg,eggs,Eggs,No Egg
menu_display_name,GARLIC PARMESAN SAUCE,milk,Milk,GARLIC PARMESAN SAUCE
menu_display_name,Parmesan On The Side,milk,Milk,Parmesan On The Side
menu_display_name,Blue Cheese Side,milk,Milk,Blue Cheese Side
menu_display_name,Sour w/ Egg,eggs,Eggs,Sour w/ Egg
menu_display_name,Add Panko Chicken,wheat,Wheat,Add Panko Chicken
menu_display_name,Lobster,crustacean_shellfish,Crustacean shellfish,Lobster
menu_display_name,Goat Cheese Chevre,milk,Milk,Goat Cheese Chevre
menu_display_name,SUB BASTED EGG,eggs,Eggs,SUB BASTED EGG
menu_display_name,Grilled Striped Bass,fish,Fish,Grilled Striped Bass
menu_display_name,Sub Blue Cheese,milk,Milk,Sub Blue Cheese
menu_display_name,Smoked Cheddar Mac & Cheese,milk,Milk,Smoked Cheddar Mac & Cheese
menu_display_name,Cheddar,milk,Milk,Cheddar
menu_display_name,NO Cheddar,milk,Milk,NO Cheddar
menu_display_name,Cheese on the Side,milk,Milk,Cheese on the Side
menu_display_name,Mac & Cheese,milk,Milk,Mac & Cheese
menu_display_name,Elevation Lil' Mo Porter,gluten_barley_rye,Gluten (barley / rye / malt — verify),Elevation Lil' Mo Porter
menu_display_name,Cheese Curds,milk,Milk,Cheese Curds
menu_display_name,Cheese Curds,milk,Milk,Cheese Curds
menu_display_name,CHIPOTLE AIOLI,eggs,Eggs,CHIPOTLE AIOLI
menu_display_name,NO MAYO,eggs,Eggs,NO MAYO
menu_display_name,No Goat Cheese,milk,Milk,No Goat Cheese
menu_display_name,Side Beer Mustard,gluten_barley_rye,Gluten (barley / rye / malt — verify),Side Beer Mustard
menu_display_name,Tillamook Cheddar,milk,Milk,Tillamook Cheddar
menu_display_name,DBL Jameson Stout,gluten_barley_rye,Gluten (barley / rye / malt — verify),DBL Jameson Stout
menu_display_name,No Cheddar,milk,Milk,No Cheddar
menu_display_name,ADD CHKN\SHRIMP,crustacean_shellfish,Crustacean shellfish,ADD CHKN\SHRIMP
menu_display_name,Ardbeg Islay Single Malt 10,gluten_barley_rye,Gluten (barley / rye / malt — verify),Ardbeg Islay Single Malt 10
menu_display_name,Grown Up Grilled Cheese,milk,Milk,Grown Up Grilled Cheese
menu_display_name,ON SIDE PECANS,tree_nuts,Tree nuts,ON SIDE PECANS
menu_display_name,Seared Trout Sandwich,fish,Fish,Seared Trout Sandwich
menu_display_name,Featured Beer #4,gluten_barley_rye,Gluten (barley / rye / malt — verify),Featured Beer #4
menu_display_name,Guinness,gluten_barley_rye,Gluten (barley / rye / malt — verify),Guinness
menu_display_name,Egg on Side,eggs,Eggs,Egg on Side
menu_display_name,Cheeseburger Egg Rolls,eggs,Eggs,Cheeseburger Egg Rolls
menu_display_name,Single Egg,eggs,Eggs,Single Egg
menu_display_name,Add Grilled Shrimp,crustacean_shellfish,Crustacean shellfish,Add Grilled Shrimp
menu_display_name,No Wasabi Mayo,eggs,Eggs,No Wasabi Mayo
menu_display_name,Milk,milk,Milk,Milk
menu_display_name,NO FURIKAKE SEASONING,sesame,Sesame,NO FURIKAKE SEASONING
menu_display_name,Steak & Cheese,milk,Milk,Steak & Cheese
menu_display_name,Ginger Beer,gluten_barley_rye,Gluten (barley / rye / malt — verify),Ginger Beer
menu_display_name,Featured Beer #3,gluten_barley_rye,Gluten (barley / rye / malt — verify),Featured Beer #3
menu_display_name,Caribbean Bass,fish,Fish,Caribbean Bass
menu_display_name,Sub Blue Cheese Crumbles,milk,Milk,Sub Blue Cheese Crumbles
menu_display_name,Milk,milk,Milk,Milk
menu_display_name,Scallops & Wild Mushrooms,molluscan_shellfish,Molluscan shellfish,Scallops & Wild Mushrooms
menu_display_name,NO Panko Chicken,wheat,Wheat,NO Panko Chicken
menu_display_name,Side Vintage Cheese Sauce,milk,Milk,Side Vintage Cheese Sauce
menu_display_name,Half Dozen Oysters,molluscan_shellfish,Molluscan shellfish,Half Dozen Oysters
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Buttermilk Brine
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Buttermilk - ½ Gallon Buttermilk
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Queso/ Mac Sauce
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,3 QT HEAVY CREAM
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,2 GALLON WHOLE MILK
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,4 EA. 5LB CHEESE BLOCK
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,2 EA 5LB BAGS SHREDDED CHEDDAR
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Combine milk and heavy cream in large sauce pot and bring to a boil
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Shred cheese blocks in Robocoupe
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,"Slowly incorporate shredded cheese blocks and shredded cheddar into boiling pot, stirring until thoroughly melted"
recipe_book_txt,Lariat Recipe Book.txt,wheat,Wheat,Chicken Flour
recipe_book_txt,Lariat Recipe Book.txt,wheat,Wheat,18 kg AP flour
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,300g mayo
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,"Combine lime juice, mayo, garlic,salt, olive oil, jalapenos, and half of cilantro and blend to a paste"
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,9 cups mayo
recipe_book_txt,Lariat Recipe Book.txt,fish,Fish,Fish Brine
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,1.15 LB butter browned
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,14 ¾ cup buttermilk
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,3 ½ cup cheddar
recipe_book_txt,Lariat Recipe Book.txt,wheat,Wheat,Create roux with bacon grease?flour
recipe_book_txt,Lariat Recipe Book.txt,wheat,Wheat,Add in roux and cook for another 20 minutes to cook out the roux
recipe_book_txt,Lariat Recipe Book.txt,fish,Fish,5 minced anchovy
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,3 ½ cup mayo
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,"Combine mustard, lime juice, chipotle, mayo, garlic, cilantro, anchovy, and capers in blender"
recipe_book_txt,Lariat Recipe Book.txt,fish,Fish,"Combine mustard, lime juice, chipotle, mayo, garlic, cilantro, anchovy, and capers in blender"
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,5 ¼ cup bread and butter pickle juice
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Incorporate bread & butter pickle
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,9 cup mayo
recipe_book_txt,Lariat Recipe Book.txt,gluten_barley_rye,Gluten (barley / rye / malt — verify),Beer Batter
recipe_book_txt,Lariat Recipe Book.txt,gluten_barley_rye,Gluten (barley / rye / malt — verify),550g guinness
recipe_book_txt,Lariat Recipe Book.txt,gluten_barley_rye,Gluten (barley / rye / malt — verify),Beer Flour
recipe_book_txt,Lariat Recipe Book.txt,wheat,Wheat,Beer Flour
recipe_book_txt,Lariat Recipe Book.txt,wheat,Wheat,17 cup cake flour
recipe_book_txt,Lariat Recipe Book.txt,gluten_barley_rye,Gluten (barley / rye / malt — verify),Disperse vodka/stout mix into bowl
recipe_book_txt,Lariat Recipe Book.txt,wheat,Wheat,Incorporate equal parts  flour gradually into bowl (DRY YOUR WET)
recipe_book_txt,Lariat Recipe Book.txt,wheat,Wheat,600g ap flour
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,880g buttermilk
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,Chipotle aioli
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,18c Mayo
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,600g mayo
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,"Combine lime juice, mayo, garlic, salt, jalepeno, olive oil,  ½ time cilantro."
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,1 gallon mayo
recipe_book_txt,Lariat Recipe Book.txt,gluten_barley_rye,Gluten (barley / rye / malt — verify),"If brown sugar solidified, dissolve in apple cider vin.Beer Batter"
recipe_book_txt,Lariat Recipe Book.txt,wheat,Wheat,24 c AP flour
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Cream Cheese Spread
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,1/2 cup cream cheese
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,1/2 cup shredded Double Gloucester or cheddar
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,2 tablespoons heavy cream
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,1/2 cup mayonnaise
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Grilled Three-Cheese Sandwich
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,8 cheddar cheese slices
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,8 provolone slices
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,For Cream Cheese Spread:
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,"Combine cream cheese, Double Gloucester or cheddar, heavy cream, and salt in food processor. Blend until smooth. Set aside."
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,"Combine mayonnaise, garlic, and salt in small bowl and stir until blended. Set aside."
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,For Grilled Three-Cheese Sandwich:
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Place 2 slices of cheddar on 4 of the bread slices. Place 2 slices of provolone on remaining bread slices.
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Equally spoon cream cheese spread on slices with provolone. Gently smooth cream cheese spread over each slice.
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Press cheddar side and provolone side together.
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,"Grill sandwiches for 2 minutes on each side, until cheese is melted and bread is golden brown."
recipe_book_txt,Lariat Recipe Book.txt,soybeans,Soybeans,¼ cup soy sauce
recipe_book_txt,Lariat Recipe Book.txt,sesame,Sesame,¼ cup furikake seasoning
recipe_book_txt,Lariat Recipe Book.txt,wheat,Wheat,17 cup AP flour
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Until right buttermilk
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,Chip aioli
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,36 cup mayo
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,⅔ cup clarified butter
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,"Heat a large randeau; add butter and chicken wings. Cook until chicken wings begin to take on color. Add mirepoix, continuously scrape fond off the bottom of the pan. Once vegetables begin to brown de"
recipe_book_txt,Lariat Recipe Book.txt,soybeans,Soybeans,½ miso
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,1 QT buttermilk
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,I QT mayonnaise
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,1 QT sour cream
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,2 cups bleu cheese crumbles
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Combine half of blue cheese and all other ingredients and blend on high
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Add remaining blue cheese and blend on lowLemon Thyme Vinagrette
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,8 cups mayo
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,3 cups milk
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,1 cup buttermilk
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,¾ cup mayo
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,French toast batter
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,1000 grams egg scrambled eggs
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,1000 grams milk
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,• Mayonnaise: 6 cups
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,• Buttermilk: ¾ cup
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,"In a large mixing bowl, whisk together the mayonnaise, pickle relish, buttermilk, horseradish, mustard, vinegar, and sugar until smooth."
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,"In a large mixing bowl, whisk together the mayonnaise, pickle relish, buttermilk, horseradish, mustard, vinegar, and sugar until smooth."
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Herbal butter
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,3 Lbs butter (softened)
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Stir herbs into butter thoroughly
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Honey butter
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,3Lb butter (softened)
recipe_book_txt,Lariat Recipe Book.txt,milk,Milk,Mix honey and butter
recipe_book_txt,Lariat Recipe Book.txt,eggs,Eggs,2 cups chip aioli
